"","X","date","year","day","hhmmss","pixel_number","BH_Block","BH_Vine","BH_Leaf","round","E","A","Ci","gsw","Fv.Fm","Tleaf","Tair","VPDleaf","RHcham","Leaf_wp_bar","Stem_wp_bar","Leak","wrong_vine","treatment","Rep","leaf_temp_C"
"138",69,"2019-07-25",2019,206,"13:12:45",67,"B1_R4",2,1,"4",0.004094817,6.206215546,210.706551,0.064588697,0.780944786,45.48400645,46.00868387,6.054863128,37.69820109,-15.2,-10.2,"No","No",1,1,"38.2"
"139",70,"2019-07-01",2019,182,NA,55,"B1_R3",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"140",70,"2019-07-25",2019,206,"16:41:22",67,"B1_R4",2,1,"5",0.002094143,2.173630751,268.0310021,0.035074126,0.828194567,47.19995938,46.73484688,5.582747266,49.40158953,-18,NA,"No","No",1,1,"39.3"
"141",71,"2019-07-01",2019,182,"6:49:40",55,"B1_R3",3,1,"1",0.000437196,-0.19419534,400.6396105,0.046425061,0.79372617,17.13870323,17.75777742,0.948908008,49.64917353,-5.5,NA,"No","No",1,1,NA
"142",71,"2019-07-25",2019,206,"05:30:47",67,"B1_R4",3,1,"1",0.000107505,-0.803342466,559.4523874,0.007584295,0.820155477,23.65655161,24.42019677,1.398972366,49.96946583,-2.3,NA,"No","No",1,1,NA
"143",72,"2019-07-01",2019,182,"10:55:57",55,"B1_R3",3,1,"2",0.002966654,12.41801304,200.3018586,0.118605415,0.774975295,33.80741935,34.14168065,2.491918284,51.8805168,-13.6,NA,"No","No",1,1,NA
"144",72,"2019-07-25",2019,206,"08:52:34",67,"B1_R4",3,1,"2",0.005311167,13.20309363,297.8604832,0.24973765,0.828194567,32.57186774,34.20422581,2.189728359,50.74054745,-7.5,NA,"No","No",1,1,"27.5"
"145",73,"2019-07-01",2019,182,"14:35:46",55,"B1_R3",3,1,"3",0.001241527,4.105058146,177.5625418,0.033162273,0.774975295,38.92656774,38.39771613,3.604437503,49.90349489,-15,-11.5,"No","No",1,1,NA
"146",73,"2019-07-25",2019,206,"10:26:15",67,"B1_R4",3,1,"3",0.004651964,17.45048961,185.212614,0.145031484,0.8031225,36.83619032,36.47730645,3.202951658,49.70893725,-14,NA,"No","No",1,1,"31.2"
"147",74,"2019-07-01",2019,182,"17:29:00",55,"B1_R3",3,1,"4",0.001143946,5.413267358,137.2935728,0.035967821,0.774975295,37.26753103,37.44172414,3.070472687,51.51448193,-14.3,NA,"No","No",1,1,NA
"148",74,"2019-07-25",2019,206,"13:07:19",67,"B1_R4",3,1,"4",0.004412334,7.026845984,209.7425948,0.071989867,0.780944786,45.40156452,45.85031613,5.861255346,39.51302101,-14.2,-11.2,"No","No",1,1,"37.6"
"149",75,"2019-07-01",2019,182,"19:10:58",55,"B1_R3",3,1,"5",0.000948099,4.379266572,201.5481088,0.038998393,0.774975295,32.65560645,33.18636774,2.374873415,50.54187254,-10.6,NA,"No","No",1,1,NA
"150",75,"2019-07-25",2019,206,"16:49:44",67,"B1_R4",3,1,"5",0.005313758,5.964954856,270.6926818,0.097274719,0.828194567,46.69209688,46.8651375,5.189490296,50.18852126,-16.5,NA,"No","No",1,1,"33.5"
"151",76,"2019-07-01",2019,182,"6:52:28",55,"B1_R3",4,1,"1",0.00044059,-0.406812413,408.0656241,0.046259348,0.78578376,17.27844839,17.87749677,0.95939895,49.61349447,-6.5,NA,"No","No",1,1,NA
"152",76,"2019-07-25",2019,206,NA,67,"B1_R4",4,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"153",77,"2019-07-01",2019,182,NA,55,"B1_R3",4,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"154",77,"2019-07-25",2019,206,NA,67,"B1_R4",4,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"155",78,"2019-07-01",2019,182,NA,55,"B1_R3",4,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"156",78,"2019-07-25",2019,206,NA,67,"B1_R4",4,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"157",79,"2019-07-01",2019,182,NA,55,"B1_R3",4,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"158",79,"2019-07-25",2019,206,NA,67,"B1_R4",4,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"159",80,"2019-07-01",2019,182,NA,55,"B1_R3",4,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"160",80,"2019-07-25",2019,206,NA,67,"B1_R4",4,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"161",81,"2019-07-01",2019,182,"6:56:27",55,"B1_R3",5,1,"1",0.000580583,-0.288840517,401.2744282,0.059978269,0.798401135,17.57198387,18.16463226,0.978086167,49.60268352,-5.6,NA,"No","No",1,1,NA
"162",81,"2019-07-25",2019,206,"05:25:17",67,"B1_R4",5,1,"1",2.78665e-06,4.769083694,-38810.23201,0.000192412,0.725027676,23.7735,24.41932258,1.426547905,49.74909449,-2.4,NA,"No","No",1,1,NA
"163",82,"2019-07-01",2019,182,"10:48:55",55,"B1_R3",5,1,"2",0.002954477,13.34067892,176.0730435,0.112374942,0.774975295,33.65927419,34.08363226,2.618404501,48.88039874,-12.1,NA,"No","No",1,1,NA
"164",82,"2019-07-25",2019,206,"08:59:40",67,"B1_R4",5,1,"2",0.005439771,13.65034073,291.8816865,0.241953765,0.828194567,33.04023871,34.56036774,2.309272329,49.96581205,-8,NA,"No","No",1,1,"26.2"
"165",83,"2019-07-01",2019,182,"14:47:41",55,"B1_R3",5,1,"3",0.003162486,9.100560217,222.2627234,0.099260974,0.774975295,37.74487097,38.05101613,3.122327549,51.58192966,NA,NA,"No","No",1,1,NA
"166",83,"2019-07-25",2019,206,"10:34:43",67,"B1_R4",5,1,"3",0.004186501,13.25299384,207.0110085,0.123857656,0.8031225,38.01179355,38.02305806,3.346626487,49.73156294,-7.1,NA,"No","No",1,1,"29.6"
"167",84,"2019-07-01",2019,182,"17:35:29",55,"B1_R3",5,1,"4",0.00261384,8.451490122,225.1027793,0.092168729,0.774975295,36.2344,37.08463793,2.780960107,51.54950107,NA,NA,"No","No",1,1,NA
"168",84,"2019-07-25",2019,206,"13:01:05",67,"B1_R4",5,1,"4",0.004303153,7.593185213,203.5616713,0.07426588,0.780944786,44.95684839,45.39924194,5.547885077,41.35909722,-14.8,-11.5,"No","No",1,1,"38.2"
"169",85,"2019-07-01",2019,182,NA,55,"B1_R3",5,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"170",85,"2019-07-25",2019,206,"16:59:14",67,"B1_R4",5,1,"5",0.003497224,4.497100913,257.861852,0.064169723,0.828194567,46.31019375,46.3388875,5.146955073,50.00046024,-18.5,NA,"No","No",1,1,"39"
"171",86,"2019-07-01",2019,182,"7:00:50",55,"B1_R3",6,1,"1",0.000630067,-0.653118422,410.0786813,0.064142145,0.786186126,17.8859129,18.51916452,0.993176058,49.68920911,-4.5,NA,"No","No",1,1,NA
"172",86,"2019-07-25",2019,206,NA,67,"B1_R4",6,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"173",87,"2019-07-01",2019,182,NA,55,"B1_R3",6,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"174",87,"2019-07-25",2019,206,NA,67,"B1_R4",6,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"175",88,"2019-07-01",2019,182,NA,55,"B1_R3",6,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"176",88,"2019-07-25",2019,206,NA,67,"B1_R4",6,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"177",89,"2019-07-01",2019,182,NA,55,"B1_R3",6,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"178",89,"2019-07-25",2019,206,NA,67,"B1_R4",6,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"179",90,"2019-07-01",2019,182,NA,55,"B1_R3",6,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,1,NA
"180",90,"2019-07-25",2019,206,NA,67,"B1_R4",6,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"181",91,"2019-07-01",2019,182,"6:07:39",13,"B2_R1",1,1,"1",0.005237989,-1.970576798,400.1853771,0.505969697,0.804640887,18.4246129,19.32226774,1.155802517,43.17639001,-3.7,NA,"No","No",1,2,NA
"182",91,"2019-07-25",2019,206,"5:51:43",23,"B2_R1",1,1,"1",0.000239796,0.495463736,353.4942119,0.02119997,0.8031225,20.67416452,22.15202581,1.126641844,49.27726028,-3.3,NA,"No","No",2,1,NA
"183",92,"2019-07-01",2019,182,"10:25:15",13,"B2_R1",1,1,"2",0.006291224,22.96166195,270.1409098,0.340370204,0.776632986,29.83678065,30.58617742,1.960986779,51.28627864,-8.5,NA,"No","No",1,2,NA
"184",92,"2019-07-25",2019,206,"08:57:03",23,"B2_R1",1,1,"2",0.005587667,15.34036923,283.6636561,0.279601651,0.780944786,32.20020323,33.67681613,2.073936469,52.51175419,-6.4,NA,"No","No",2,1,"28.4"
"185",93,"2019-07-01",2019,182,"14:03:46",13,"B2_R1",1,1,"3",0.006310222,18.55534911,244.4470209,0.223179556,0.776632986,35.74459677,36.51935806,2.881959708,48.90668902,NA,NA,"No","No",1,2,NA
"186",93,"2019-07-25",2019,206,"10:15:14",23,"B2_R1",1,1,"3",0.006775692,15.7483442,252.2085357,0.204251088,0.828194567,39.09802258,40.01263548,3.328265533,50.35307679,-11.1,NA,"No","No",2,1,"30.2"
"187",94,"2019-07-01",2019,182,"16:31:10",13,"B2_R1",1,1,"4",0.003383389,13.29229351,194.8101566,0.114576442,0.776632986,35.48988387,35.90157097,2.933894894,48.33644788,NA,NA,"No","No",1,2,NA
"188",94,"2019-07-25",2019,206,"13:17:05",23,"B2_R1",1,1,"4",0.005445026,13.03056915,213.1853999,0.131861156,0.8031225,42.47636129,42.36590323,4.027448315,52.65657777,-7.5,-9.5,"No","No",2,1,"41.4"
"189",95,"2019-07-01",2019,182,NA,13,"B2_R1",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"190",95,"2019-07-25",2019,206,"16:11:50",23,"B2_R1",1,1,"5",0.002953328,2.299755962,250.458423,0.035130557,0.780944786,44.61140968,44.29018065,8.086385499,14.64455081,-17,NA,"No","No",2,1,"38"
"191",96,"2019-07-01",2019,182,"6:16:47",13,"B2_R1",2,1,"1",0.000578843,-0.272095615,401.0788436,0.064868056,0.803408493,17.51141935,18.87869677,0.901563755,50.5781814,-3.8,NA,"No","No",1,2,NA
"192",96,"2019-07-25",2019,206,NA,23,"B2_R1",2,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"193",97,"2019-07-01",2019,182,NA,13,"B2_R1",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"194",97,"2019-07-25",2019,206,NA,23,"B2_R1",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"195",98,"2019-07-01",2019,182,NA,13,"B2_R1",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"196",98,"2019-07-25",2019,206,NA,23,"B2_R1",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"197",99,"2019-07-01",2019,182,NA,13,"B2_R1",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"198",99,"2019-07-25",2019,206,NA,23,"B2_R1",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"199",100,"2019-07-01",2019,182,NA,13,"B2_R1",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"200",100,"2019-07-25",2019,206,NA,23,"B2_R1",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"201",101,"2019-07-01",2019,182,"6:59:36",13,"B2_R1",3,1,"1",0.001216083,-0.586752627,401.407251,0.129472842,0.767223676,18.23453226,19.59612581,0.963046694,49.76825074,-4.2,NA,"No","No",1,2,NA
"202",101,"2019-07-25",2019,206,"5:48:52",23,"B2_R1",3,1,"1",0.000129652,1.357030585,176.7067058,0.010182297,0.821113136,21.66023226,22.30352581,1.263829433,49.39608058,-1.6,NA,"No","No",2,1,NA
"203",102,"2019-07-01",2019,182,"10:29:28",13,"B2_R1",3,1,"2",0.005729366,21.86397268,264.5413958,0.304151015,0.776632986,30.30765484,31.14015806,1.980289259,51.80872448,-10.1,NA,"No","No",1,2,NA
"204",102,"2019-07-25",2019,206,"08:51:50",23,"B2_R1",3,1,"2",0.004882934,12.63053497,290.6820529,0.227553623,0.780944786,32.44718387,33.36711935,2.20041026,52.2927675,-6.1,NA,"No","No",2,1,"26.8"
"205",103,"2019-07-01",2019,182,"10:31:11",13,"B2_R1",3,1,"2",0.002549312,11.69341151,216.4957511,0.113284848,0.776632986,31.03400323,31.23888387,2.262833105,49.35938324,-10.1,NA,"No","No",1,2,NA
"206",103,"2019-07-25",2019,206,"10:21:51",23,"B2_R1",3,1,"3",0.009910508,20.85735945,267.6261716,0.311548536,0.828194567,38.15782903,39.69378387,3.281735117,47.0668757,-11.3,NA,"No","No",2,1,"29.8"
"207",104,"2019-07-01",2019,182,"13:55:20",13,"B2_R1",3,1,"3",0.001478096,6.076131758,179.3338898,0.047182869,0.776632986,35.83712258,35.76284516,3.065839458,48.37060264,-12.6,-9.8,"No","No",1,2,NA
"208",104,"2019-07-25",2019,206,"13:11:11",23,"B2_R1",3,1,"4",0.00615436,12.6356185,243.3873344,0.155736234,0.8031225,41.80526452,42.31661613,3.885190885,50.99149918,-10.2,-9.9,"No","No",2,1,"35.6"
"209",105,"2019-07-01",2019,182,"16:37:10",13,"B2_R1",3,1,"4",0.002256117,9.778290624,175.5306911,0.075539286,0.776632986,35.68856774,36.17464194,2.937986801,48.60933735,-10.5,NA,"No","No",1,2,NA
"210",105,"2019-07-25",2019,206,"16:09:31",23,"B2_R1",3,1,"5",0.008379345,11.78406077,216.1267902,0.130280721,0.780944786,42.25949355,43.96863871,6.344061771,22.02669176,-15.5,NA,"No","No",2,1,"35"
"211",106,"2019-07-01",2019,182,"18:56:40",13,"B2_R1",3,1,"5",0.000714584,4.859461011,130.9317568,0.030257861,0.776632986,31.75909355,32.45473548,2.316484767,48.8608254,-9.4,NA,"No","No",1,2,NA
"212",106,"2019-07-25",2019,206,NA,23,"B2_R1",4,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"213",107,"2019-07-01",2019,182,"7:02:46",13,"B2_R1",4,1,"1",0.001557746,-0.610203929,399.8486514,0.171647569,0.770235532,18.43944194,19.88758065,0.939323065,51.06116582,-2.4,NA,"No","No",1,2,NA
"214",107,"2019-07-25",2019,206,NA,23,"B2_R1",4,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"215",108,"2019-07-01",2019,182,NA,13,"B2_R1",4,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"216",108,"2019-07-25",2019,206,NA,23,"B2_R1",4,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"217",109,"2019-07-01",2019,182,NA,13,"B2_R1",4,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"218",109,"2019-07-25",2019,206,NA,23,"B2_R1",4,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"219",110,"2019-07-01",2019,182,NA,13,"B2_R1",4,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"220",110,"2019-07-25",2019,206,NA,23,"B2_R1",4,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"221",111,"2019-07-01",2019,182,NA,13,"B2_R1",4,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"222",111,"2019-07-25",2019,206,"5:44:57",23,"B2_R1",5,1,"1",0.000203251,0.689374831,321.6029904,0.016323495,0.797689446,21.41816129,22.19456129,1.237824719,49.26985539,-2.5,NA,"No","No",2,1,NA
"223",112,"2019-07-01",2019,182,"7:05:42",13,"B2_R1",5,1,"1",0.001088828,-0.019288296,393.16619,0.106583648,0.80507587,19.24469032,20.09929355,1.040712857,50.75495599,-4.3,NA,"No","No",1,2,NA
"224",112,"2019-07-25",2019,206,"08:46:37",23,"B2_R1",5,1,"2",0.006186223,14.3847049,306.9182145,0.313348668,0.780944786,31.78311613,33.12986129,2.066489032,52.0778748,-6,NA,"No","No",2,1,"25.5"
"225",113,"2019-07-01",2019,182,"10:42:55",13,"B2_R1",5,1,"2",0.005612761,18.81882297,267.6251651,0.294033047,0.776632986,31.50556452,32.89260323,1.995669142,52.71916639,-9.7,NA,"No","No",1,2,NA
"226",113,"2019-07-25",2019,206,"10:27:35",23,"B2_R1",5,1,"3",0.009739854,22.03991635,273.3607751,0.341566855,0.828194567,37.72543871,39.28436129,2.960845295,50.42862109,-9.8,NA,"No","No",2,1,"30"
"227",114,"2019-07-01",2019,182,"14:10:46",13,"B2_R1",5,1,"3",0.006950627,21.02013856,249.2394813,0.260678067,0.776632986,35.35385484,36.53670968,2.742466477,49.08807087,NA,NA,"No","No",1,2,NA
"228",114,"2019-07-25",2019,206,"13:05:36",23,"B2_R1",5,1,"4",0.011251499,18.60220578,285.2633547,0.342999824,0.8031225,40.95744839,42.46518065,3.369410041,52.46449773,-15.8,-6.5,"No","No",2,1,"33.4"
"229",115,"2019-07-01",2019,182,"16:44:43",13,"B2_R1",5,1,"4",0.005175553,17.73849029,221.8118361,0.181416523,0.776632986,36.07112258,36.96077097,2.872335855,49.58889337,NA,NA,"No","No",1,2,NA
"230",115,"2019-07-25",2019,206,"16:05:43",23,"B2_R1",5,1,"5",0.01195785,18.2215613,231.324853,0.210195092,0.780944786,41.9046129,43.68048387,5.706811455,27.72032358,-17.5,NA,"No","No",2,1,"32.4"
"231",116,"2019-07-01",2019,182,NA,13,"B2_R1",5,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"232",116,"2019-07-25",2019,206,NA,23,"B2_R1",6,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"233",117,"2019-07-01",2019,182,"7:08:41",13,"B2_R1",6,1,"1",0.001180347,-0.273990547,397.2213525,0.128082516,0.7983072,18.57373871,20.31220968,0.944078398,50.29008633,-4.3,NA,"No","No",1,2,NA
"234",117,"2019-07-25",2019,206,NA,23,"B2_R1",6,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"235",118,"2019-07-01",2019,182,NA,13,"B2_R1",6,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"236",118,"2019-07-25",2019,206,NA,23,"B2_R1",6,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"237",119,"2019-07-01",2019,182,NA,13,"B2_R1",6,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"238",119,"2019-07-25",2019,206,NA,23,"B2_R1",6,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"239",120,"2019-07-01",2019,182,NA,13,"B2_R1",6,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"240",120,"2019-07-25",2019,206,NA,23,"B2_R1",6,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"241",121,"2019-07-01",2019,182,NA,13,"B2_R1",6,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",1,2,NA
"242",121,"2019-07-25",2019,206,NA,35,"B2_R2",1,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"243",122,"2019-07-01",2019,182,"7:57:08",27,"B2_R2",1,1,"1",0.000531189,-0.911869198,424.7146872,0.04246967,0.792101855,21.50962581,22.10947097,1.253750612,49.46815362,-7.9,NA,"No","No",3,2,NA
"244",122,"2019-07-25",2019,206,NA,35,"B2_R2",1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"245",123,"2019-07-01",2019,182,"11:14:54",27,"B2_R2",1,1,"2",0.002030546,8.764169705,178.0516089,0.071985248,0.774975295,34.88515806,34.71302258,2.773331722,51.07217595,-13.8,NA,"No","No",3,2,NA
"246",123,"2019-07-25",2019,206,NA,35,"B2_R2",1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"247",124,"2019-07-01",2019,182,"15:33:58",27,"B2_R2",1,1,"3",0.001050124,6.903536469,17.91991897,0.03080104,0.774975295,37.4550129,37.23128065,3.29200528,49.66646958,NA,NA,"No","No",3,2,NA
"248",124,"2019-07-25",2019,206,NA,35,"B2_R2",1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"249",125,"2019-07-01",2019,182,"18:13:42",27,"B2_R2",1,1,"4",0.002365307,7.415379993,235.6609547,0.085830505,0.774975295,35.37157586,35.83318276,2.70431561,51.76170838,NA,NA,"No","No",3,2,NA
"250",125,"2019-07-25",2019,206,NA,35,"B2_R2",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"251",126,"2019-07-01",2019,182,NA,27,"B2_R2",1,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2,NA
"252",126,"2019-07-25",2019,206,"05:21:35",35,"B2_R2",2,1,"1",0.000113204,0.329343079,328.3085024,0.008507124,0.780953154,22.74632667,23.57365667,1.315288629,50.06394431,-3.9,NA,"No","No",2,2,NA
"253",127,"2019-07-01",2019,182,"8:01:44",27,"B2_R2",2,1,"1",0.001798707,-0.803317826,401.0900178,0.143325345,0.754947762,22.13279032,22.86986452,1.287444414,49.60087045,-8.1,NA,"No","No",3,2,NA
"254",127,"2019-07-25",2019,206,"8:56:37",35,"B2_R2",2,1,"2",0.002783826,11.44608601,226.5158082,0.120418926,0.8031225,32.57675806,33.05103548,2.317492298,51.62631821,-8.2,NA,"No","No",2,2,"27"
"255",128,"2019-07-01",2019,182,NA,27,"B2_R2",2,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2,NA
"256",128,"2019-07-25",2019,206,"11:09:13",35,"B2_R2",2,1,"3",0.008671625,18.85834511,262.8438285,0.280199022,0.780944786,39.57841613,40.49123548,3.14975952,53.85420088,-11.7,NA,"No","No",2,2,"32.8"
"257",129,"2019-07-01",2019,182,NA,27,"B2_R2",2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2,NA
"258",129,"2019-07-25",2019,206,"12:17:43",35,"B2_R2",2,1,"4",0.011735801,19.26249218,289.1777714,0.366880286,0.828194567,39.65698387,41.06255161,3.319554664,50.46940419,-14.5,-9.6,"No","No",2,2,"32.5"
"259",130,"2019-07-01",2019,182,NA,27,"B2_R2",2,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2,NA
"260",130,"2019-07-25",2019,206,"17:12:27",35,"B2_R2",2,1,"5",0.004238931,6.188790631,248.9041645,0.081760949,0.8031225,43.51803333,43.98282381,4.996158327,42.97374662,-13.5,NA,"No","No",2,2,"37.5"
"261",131,"2019-07-01",2019,182,NA,27,"B2_R2",2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2,NA
"262",131,"2019-07-25",2019,206,"05:27:13",35,"B2_R2",3,1,"1",7.10517e-05,-0.554645291,564.3213561,0.005069791,0.791601103,23.10712,23.57546,1.383749201,49.81451773,-2.3,NA,"No","No",2,2,NA
"263",132,"2019-07-01",2019,182,"8:04:56",27,"B2_R2",3,1,"1",0.001670277,-0.584673776,399.0121199,0.128305501,0.763298677,22.66264516,23.27369032,1.33004921,49.97291077,-8.2,NA,"No","No",3,2,NA
"264",132,"2019-07-25",2019,206,"8:51:31",35,"B2_R2",3,1,"2",0.00651111,14.57215805,323.289301,0.418892917,0.8031225,30.00824194,32.74100323,1.673318539,52.0008577,-7.5,NA,"No","No",2,2,"26.6"
"265",133,"2019-07-01",2019,182,NA,27,"B2_R2",3,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2,NA
"266",133,"2019-07-25",2019,206,"11:02:58",35,"B2_R2",3,1,"3",0.008212705,17.65021017,273.5229977,0.280643889,0.780944786,38.80735806,39.64439677,2.985385877,54.5610429,-13.1,NA,"No","No",2,2,"30.5"
"267",134,"2019-07-01",2019,182,NA,27,"B2_R2",3,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2,NA
"268",134,"2019-07-25",2019,206,"12:27:05",35,"B2_R2",3,1,"4",0.008929268,17.5280278,250.6620298,0.229234506,0.828194567,41.66129032,42.58139032,3.896672994,49.42583798,-15.2,-9,"No","No",2,2,"33.5"
"269",135,"2019-07-01",2019,182,NA,27,"B2_R2",3,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2,NA
"270",135,"2019-07-25",2019,206,"17:09:01",35,"B2_R2",3,1,"5",0.007564453,14.14357162,232.6212557,0.163649981,0.8031225,43.56543333,43.84901905,4.52828296,48.66894202,-15.6,NA,"No","No",2,2,"33.7"
"271",136,"2019-07-01",2019,182,NA,27,"B2_R2",3,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",3,2,NA
"272",136,"2019-07-25",2019,206,NA,35,"B2_R2",4,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
"273",137,"2019-07-01",2019,182,"8:07:28",27,"B2_R2",4,1,"1",0.000351411,-0.439763578,419.3392947,0.024712822,0.760209974,23.38511613,23.83478387,1.416344104,49.56458357,-8,NA,"No","No",3,2,NA
"274",137,"2019-07-25",2019,206,NA,35,"B2_R2",4,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA
